2020-05-18 19:39:14.132330; ACCESS; 83,560,692; N522,795,173.40
2020-05-18 19:39:14.132330; ZENITHBANK; 54,927,183; N842,866,776.75
2020-05-18 19:39:14.132330; STERLNBANK; 33,647,175; N43,412,450.96
2020-05-18 19:39:14.132330; FBNH; 20,532,645; N101,055,234.70
2020-05-18 19:39:14.132330; WAPCO; 16,166,739; N182,806,508.80
