2020-05-18 19:39:14.132330; ASI; 23,941.75
2020-05-18 19:39:14.132330; DEALS; 5,544.00
2020-05-18 19:39:14.132330; VOLUME; 331,001,743.00
2020-05-18 19:39:14.132330; VALUE; N2,929,331,578.37
2020-05-18 19:39:14.132330; EQUITY CAP; N12,477,313,480,558.64
2020-05-18 19:39:14.132330; BOND CAP; N14,024,010,276,701.10
2020-05-18 19:39:14.132330; ETF CAP; N6,542,152,692.86
