2020-05-18 19:39:14.132330; OKOMUOIL; N55.05; N60.55; 5.5; 9.99%
2020-05-18 19:39:14.132330; MTNN; N109.5; N111; 1.5; 1.37%
2020-05-18 19:39:14.132330; UNILEVER; N12.7; N13.7; 1; 7.87%
2020-05-18 19:39:14.132330; WAPCO; N10.7; N11.35; 0.65; 6.07%
2020-05-18 19:39:14.132330; GLAXOSMITH; N6.35; N6.8; 0.45; 7.09%
