2020-05-18 19:39:14.132330; GUINNESS; N17.5; N17; -0.5; -2.86%
2020-05-18 19:39:14.132330; MAYBAKER; N3.12; N3; -0.12; -3.85%
2020-05-18 19:39:14.132330; ETI; N5; N4.9; -0.1; -2.00%
2020-05-18 19:39:14.132330; FIDELITYBK; N1.8; N1.74; -0.06; -3.33%
2020-05-18 19:39:14.132330; FBNH; N4.95; N4.9; -0.05; -1.01%
